Trạm,Cấp lượng mưa (mm),Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12
141. Cao Lãnh,"0,2-5","1,3","0,6","1,2","2,8",7,"8,1","8,8","9,4","9,1","8,1","6,3","2,8"
141. Cao Lãnh,"5,1-10","0,2","0,3","0,6","2,4","2,2",3,"3,3","2,8","3,7",2,"0,8",
141. Cao Lãnh,"10,1-20","0,2","0,1","0,3","0,8","2,5","3,3","3,4","2,9","4,1","3,4","2,4","0,7"
141. Cao Lãnh,"20,1-50","0,1","0,3","0,8","1,9","2,4","2,3","2,8","3,8","2,2","0,6",,
141. Cao Lãnh,"50,1-100",0,"0,2","0,3","0,4","0,3","0,7","0,8","0,2","0,1",,,
141. Cao Lãnh,"100,1-150",0,"0,1",0,"0,1",0,"0,1",0,,,,,
141. Cao Lãnh,"≥ 150,1",0,,,,,,,,,,,
142. Ba Tri,Không mưa,"30,1","27,9","30,2","26,7","18,2","13,2","12,7","12,8","11,1","12,8","22,1","27,5"
142. Ba Tri,"0,2-5","0,6","0,3","0,5","1,6","6,1","8,7","8,3","8,9","8,6","7,3","4,4","2,5"
142. Ba Tri,"5,1-10","0,2","0,1","0,5","2,1",3,"2,7","3,2","3,5","2,9",1,"0,3",
142. Ba Tri,"10,1-20","0,1",0,"0,1","0,7","2,2","2,9","3,6","3,4","3,5","3,1","1,1","0,5"
142. Ba Tri,"20,1-50",0,"0,1","0,5","1,8","2,4","2,2","2,4","2,8","3,9","0,9","0,1",
142. Ba Tri,"50,1-100",0,"0,1","0,2","0,4","0,6","0,3","0,5","0,9","0,4","0,1",,
142. Ba Tri,"100,1-150",0,"0,1",0,"0,1",0,,,,,,,
142. Ba Tri,"≥ 150,1",0,,,,,,,,,,,
143. Càng Long,Không mưa,"29,9","27,7","29,7","25,6","15,3","11,7","10,9","11,8",9,"12,4","20,8","26,6"
143. Càng Long,"0,2-5","0,8","0,3","0,9",2,"6,9","7,7","8,7","8,3","8,7","7,4","4,5","3,2"
143. Càng Long,"5,1-10","0,2","0,1","0,7","2,5","3,1","3,8",3,"3,2","2,7","1,1","0,5",
143. Càng Long,"10,1-20","0,1","0,8","2,6","3,2","3,6",3,"3,8","3,1","1,2","0,4",,
143. Càng Long,"20,1-50",0,"0,1","0,6","2,6","3,4","2,9","3,9",4,"3,6","1,4","0,2",
143. Càng Long,"50,1-100",0,"0,1","0,3",1,"0,7","0,9","0,8",1,"1,4","0,8","0,1",
143. Càng Long,"100,1-150",0,"0,1","0,2","0,1","0,2","0,3","0,2",0,,,,
143. Càng Long,"≥ 150,1",0,"0,1",0,,,,,,,,,
144. Châu Đốc,Không mưa,"29,3","27,4","28,1","22,2","16,1","13,9",13,"12,7","11,3","11,1","17,3","26,3"
144. Châu Đốc,"0,2-5","1,3","0,7","2,1","4,2","7,8","9,7","9,9","10,9","8,6","6,2",3,
144. Châu Đốc,"5,1-10","0,1","0,4",1,"2,5","2,4","3,3","3,4","2,9","3,6","2,1","0,5",
144. Châu Đốc,"10,1-20","0,3",0,"0,2","1,3","2,2","2,6",3,"2,9","2,6","3,5","2,1","0,6"
144. Châu Đốc,"20,1-50","0,1",0,"0,1","0,9","1,9","1,2","1,9","1,6",2,"3,3","1,8","0,6"
144. Châu Đốc,"50,1-100",0,"0,3","0,4","0,1","0,2","0,3","0,9","0,4","0,1",,,
144. Châu Đốc,"100,1-150",0,"0,1",0,"0,1",0,"0,1",0,,,,,
144. Châu Đốc,"≥ 150,1",0,,,,,,,,,,,
145. Cần Thơ,Không mưa,"29,2","27,6","29,3","24,9","15,8","10,9","10,7","10,1","8,5","10,8","17,1","25,4"
145. Cần Thơ,"0,2-5","1,3","0,4",1,"2,8","7,4","9,2","9,8","10,4","9,6","8,6","6,3","3,5"
145. Cần Thơ,"5,1-10","0,2","0,8","2,8",3,"3,2","3,6","3,7","2,8","2,2","0,7",,
145. Cần Thơ,"10,1-20","0,2",0,"0,2","0,8","2,7","3,6","3,3","3,7","4,4","4,5","2,3","0,8"
145. Cần Thơ,"20,1-50","0,1",0,"0,1","0,6","1,8","2,8","3,4","2,9","3,2","3,8","1,7","0,5"
145. Cần Thơ,"50,1-100",0,"0,1","0,5","0,4","0,5","0,4","0,5","0,6","0,4","0,1",,
145. Cần Thơ,"100,1-150",0,"0,1",0,"0,1",0,,,,,,,
145. Cần Thơ,"≥ 150,1",0,,,,,,,,,,,
146. Sóc Trăng,Không mưa,"29,5","27,6","29,5","24,8","13,5","9,5","9,6",9,"7,7","9,9","18,6",26
146. Sóc Trăng,"0,2-5","1,1","0,5","0,9","2,8","7,4","8,6","9,1","8,9","9,4","8,6","5,8","3,3"
146. Sóc Trăng,"5,1-10","0,2","0,1","0,2","0,8","3,5","3,7","3,9","4,1","3,9","1,7","0,8",
146. Sóc Trăng,"10,1-20","0,1","0,2","0,6","2,7","3,7",4,"4,6","3,5","1,7","0,4",,
146. Sóc Trăng,"20,1-50","0,1",0,"0,1","0,6","2,9","3,8","3,7","3,5","3,7","1,6","0,4",
146. Sóc Trăng,"50,1-100",0,"0,1","0,3","0,8","0,7","0,6","0,7","0,8","1,1","0,4","0,1",
146. Sóc Trăng,"100,1-150",0,"0,1",0,"0,1",0,"0,1",0,,,,,
146. Sóc Trăng,"≥ 150,1",0,,,,,,,,,,,
147. Rạch Giá,Không mưa,29,"27,1","27,7","22,9","14,8","11,3","11,1","10,2","10,3","10,1",15,"25,9"
147. Rạch Giá,"0,2-5","1,3","0,6","1,9","3,4","7,1","7,5","7,4","8,2",8,"8,3","6,3","2,7"
147. Rạch Giá,"5,1-10","0,2","0,5","1,2",2,"3,4","3,1",3,"3,4","2,7","0,9",,
147. Rạch Giá,"10,1-20","0,3","0,4","1,2","2,9","3,7","3,5","4,1","2,9","0,8",,,
147. Rạch Giá,"20,1-50","0,1","0,4",1,"3,1","3,8","4,6",4,"3,9","2,7","0,6",,
147. Rạch Giá,"50,1-100",0,"0,1","0,3","0,9",1,"1,1","0,4",0,,,,
147. Rạch Giá,"100,1-150",0,"0,1","0,2","0,1",0,,,,,,,
147. Rạch Giá,"≥ 150,1",0,"0,1",0,"0,1",0,,,,,,,
148. Phú Quốc,Không mưa,"26,7","24,8","18,4","12,5","9,2","8,8","7,9","10,4","17,2","26,1",,
148. Phú Quốc,"0,2-5","2,8","2,3","3,3","5,4","8,1","7,4","7,6","7,9","7,6","7,8","5,9","2,4"
148. Phú Quốc,"5,1-10","0,6","0,4","0,8","1,7","2,9","3,4","3,6","3,3","3,1","2,4",1,
148. Phú Quốc,"10,1-20","0,4",1,"1,8","2,9","3,6","4,4","4,1","3,7","4,4","2,3","0,9",
148. Phú Quốc,"20,1-50","0,4","0,3",1,"2,1","3,6","5,1","4,5","5,1",5,"3,6","1,7","0,5"
148. Phú Quốc,"50,1-100",0,"0,1","0,2","0,5",1,"1,7","1,9","1,8",2,"1,5","0,5","0,1"
148. Phú Quốc,"100,1-150",0,"0,1","0,2","0,4","0,3","0,1",0,,,,,
148. Phú Quốc,"≥ 150,1",0,"0,1","0,2","0,1",0,,,,,,,
149. Bạc Liêu,Không mưa,"29,5","27,7","29,4","25,4","14,7","9,7","9,4","9,6","7,5","9,5",17,"25,3"
149. Bạc Liêu,"0,2-5","1,2","0,3","0,9","2,3","7,5","7,8","8,1","8,7","9,2","9,3","6,2",4
149. Bạc Liêu,"5,1-10","0,1","0,2","0,5","2,6","3,5","4,5","4,1","3,5","3,4","2,6","0,6",
149. Bạc Liêu,"10,1-20","0,1","0,2","0,7","2,7","4,4","4,3","4,2","4,5",4,"1,9","0,6",
149. Bạc Liêu,"20,1-50",0,"0,1","0,2",1,"3,1","3,9","3,6","4,4","3,7","1,5","0,5",
149. Bạc Liêu,"50,1-100",0,"0,5","0,6","0,7","0,9",1,"0,5",0,,,,
149. Bạc Liêu,"100,1-150",0,"0,1",0,"0,1",0,,,,,,,
149. Bạc Liêu,"≥ 150,1",0,"0,1",0,,,,,,,,,
150. Cà Mau,Không mưa,"27,5","26,8","28,3","23,4",14,"10,2","9,9","9,8","8,8","9,3","15,2","22,9"
150. Cà Mau,"0,2-5","2,4","0,9","1,5",3,"7,1","7,4","7,8","7,5","8,3","7,1","5,1",
150. Cà Mau,"5,1-10","0,5","0,2","0,4","0,8",3,"2,9","3,4","3,6","3,2","3,4","2,1","1,1"
150. Cà Mau,"10,1-20","0,3","0,2","0,9","2,7","3,6","3,9","3,5","4,1","3,9","2,3","1,2",
150. Cà Mau,"20,1-50","0,2","0,1","0,5","1,3","3,3","4,5","4,7",5,"4,6","2,4","0,7",
150. Cà Mau,"50,1-100","0,1",0,"0,1","0,4","0,8","1,2",1,"1,2","1,1","1,2","0,7","0,1"
150. Cà Mau,"100,1-150",0,"0,1","0,2","0,1","0,2","0,1",0,,,,,
150. Cà Mau,"≥ 150,1",0,,,,,,,,,,,
