Trạm,Suất bảo đảm (%),Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Năm
Sơn Động,20,"44,0","36,5","60,2","166,7","257,9","319,4","445,4","459,3","249,8","159,6","58,4","36,7","1853,6"
Sơn Động,10,"67,5","49,5","98,2","199,1","281,2","384,1","496,2","498,3","330,1","216,1","84,5","45,2","1996,1"
Sơn Động,5,"116,4","58,0","124,3","212,3","377,6","433,3","510,7","527,4","401,2","245,2","109,0","59,3","2048,3"
Bắc Giang,95,"1,0","5,4","11,6","19,8","63,8","105,3","83,8","88,6","68,6","3,4","0,5","0,1","1149,8"
Bắc Giang,90,"1,2","7,7","14,6","26,8","90,1","123,0","114,4","161,8","85,5","9,9","3,0","0,5","1205,9"
Bắc Giang,80,"4,5","11,0","20,9","36,4","114,2","162,1","156,4","187,0","105,4","36,2","9,6","1,4","1324,4"
Bắc Giang,70,"6,7","11,9","26,9","56,4","149,9","187,4","181,0","216,8","125,6","48,3","13,5","2,9","1430,9"
Bắc Giang,60,"8,6","13,1","30,5","63,5","160,2","207,8","206,0","245,8","149,9","71,7","16,8","5,9","1461,5"
Bắc Giang,50,"15,2","17,6","35,0","82,7","183,1","227,8","232,6","305,1","161,3","102,4","24,9","12,3","1518,1"
Bắc Giang,40,"21,3","23,5","44,4","111,9","198,1","259,3","257,6","335,8","182,1","123,9","33,0","19,5","1570,6"
Bắc Giang,30,"29,0","30,8","61,0","126,0","223,6","277,2","284,1","373,8","195,9","148,9","51,9","28,9","1656,7"
Bắc Giang,20,"38,6","42,7","78,2","155,9","253,1","330,8","343,6","409,9","248,1","185,6","65,1","34,6","1728,0"
Bắc Giang,10,"65,4","55,6","113,4","181,1","289,0","389,4","416,6","459,3","286,3","203,8","100,5","57,0","1922,8"
Bắc Giang,5,"98,4","62,9","130,1","244,7","309,9","450,8","502,4","514,6","342,0","239,6","152,1","63,4","1981,7"
56. Hiệp Hòa,95,"0,5","3,3","14,0","29,5","60,2","106,3","113,6","88,2","74,4","11,0","0,6","0,0","1154,7"
56. Hiệp Hòa,90,"1,4","4,1","15,5","37,5","83,7","128,1","147,4","141,3","87,6","34,1","2,2","0,0","1238,4"
56. Hiệp Hòa,80,"6,3","7,8","19,6","45,0","101,0","155,9","192,7","177,4","103,6","54,8","6,6","1,3","1312,5"
56. Hiệp Hòa,70,"9,1","13,4","24,0","57,2","129,1","175,5","215,0","219,4","125,8","82,5","12,3","3,5","1406,4"
56. Hiệp Hòa,60,"11,1","16,7","29,5","74,1","154,8","195,9","233,3","246,4","143,6","88,5","24,7","7,0","1475,4"
56. Hiệp Hòa,50,"13,8","20,6","32,3","88,9","181,7","234,6","255,8","260,8","161,5","109,2","39,6","11,3","1554,1"
56. Hiệp Hòa,40,"20,0","26,4","41,3","102,1","196,5","273,2","273,6","294,5","204,0","132,5","46,3","20,1","1633,7"
56. Hiệp Hòa,30,"26,2","31,3","58,2","121,2","225,6","295,8","330,3","321,0","228,3","159,1","57,2","32,4","1739,9"
56. Hiệp Hòa,20,"35,6","38,4","70,7","144,5","245,9","332,2","355,8","350,5","263,9","207,3","77,9","39,1","1839,7"
56. Hiệp Hòa,10,"52,0","45,1","97,0","201,4","304,5","364,6","417,6","425,4","317,0","256,7","112,7","67,2","1975,6"
56. Hiệp Hòa,5,"75,7","55,0","131,6","219,2","347,3","413,4","479,3","457,0","366,2","282,9","150,2","74,3","2025,4"
57. Uông Bí,95,"1,6","2,6","13,7","16,3","83,1","94,7","145,3","136,8","83,0","1,0","0,8","0,0","1277,7"
57. Uông Bí,90,"2,0","4,9","15,1","19,2","99,8","136,7","159,5","156,8","87,5","11,7","1,6","0,0","1318,1"
57. Uông Bí,80,"2,8","8,1","19,0","26,6","106,4","162,5","180,2","201,9","137,4","24,8","3,2","0,5","1433,4"
57. Uông Bí,70,"4,8","13,6","23,1","39,6","145,7","184,8","234,9","260,1","156,2","39,0","5,8","4,6","1565,8"
57. Uông Bí,60,"7,3","15,5","25,9","64,7","173,5","220,2","272,1","306,2","205,5","55,7","11,5","8,6","1630,7"
57. Uông Bí,50,"12,0","18,7","34,0","81,1","187,3","257,1","299,6","360,8","223,6","80,9","19,6","13,0","1687,9"
57. Uông Bí,40,"15,1","24,7","39,1","103,5","195,3","288,5","331,9","399,8","245,6","98,6","24,1","20,3","1790,9"
57. Uông Bí,30,"25,5","29,5","48,1","115,7","217,0","332,8","351,6","433,1","283,6","138,9","40,6","28,1","1814,9"
57. Uông Bí,20,"37,9","38,8","57,9","133,2","258,9","388,7","437,2","497,4","310,6","171,8","59,8","37,5","1964,3"
57. Uông Bí,10,"59,9","46,6","84,7","164,0","379,3","449,6","489,6","550,7","338,6","215,8","82,6","52,4","2107,0"
57. Uông Bí,5,"108,5","51,4","116,5","179,7","421,0","582,5","546,6","646,1","376,1","236,9","95,1","61,8","2193,8"
58. Cô Tô,95,"0,7","1,2","5,7","14,5","33,0","57,8","88,0","123,4","71,3","4,9","1,0","0,8","1204,3"
58. Cô Tô,90,"1,3","2,6","9,4","20,1","57,5","88,1","117,4","171,3","130,6","12,2","1,5","1,3","1286,2"
58. Cô Tô,80,"2,8","6,7","12,7","33,5","81,8","109,7","161,5","224,2","166,9","34,7","2,4","4,1","1362,7"
58. Cô Tô,70,"3,6","12,3","17,7","44,5","91,2","121,7","198,8","252,7","239,3","54,6","11,5","7,2","1440,0"
58. Cô Tô,60,"6,9","16,1","23,8","55,0","118,1","176,0","231,1","323,9","273,3","80,5","21,1","13,3","1576,0"
58. Cô Tô,50,"9,0","18,8","28,1","64,2","141,7","207,5","278,5","355,2","301,5","110,0","29,0","18,5","1705,8"
58. Cô Tô,40,"13,0","24,8","37,5","78,5","161,0","240,6","317,1","401,0","344,9","119,4","43,7","26,4","1863,9"
58. Cô Tô,30,"21,9","28,2","43,1","103,9","178,3","286,5","359,4","487,1","391,8","162,7","58,6","39,7","1982,9"
58. Cô Tô,20,"41,5","41,9","65,7","117,4","207,2","356,1","409,6","535,4","449,6","178,6","76,1","49,5","2181,2"
58. Cô Tô,10,"93,3","53,3","87,9","134,2","234,2","418,4","517,1","639,1","535,9","229,3","111,0","73,8","2330,6"
58. Cô Tô,5,"118,9","61,4","108,3","172,9","286,9","444,5","727,8","804,8","686,3","311,3","184,6","104,0","2542,5"
59. Bãi Cháy,95,"0,9","5,7","10,9","12,1","54,2","119,9","109,1","127,8","74,9","7,2","0,4","0,0","1427,3"
59. Bãi Cháy,90,"2,4","6,9","11,9","17,0","69,2","130,5","125,2","165,8","105,2","19,5","1,1","0,3","1492,3"
59. Bãi Cháy,80,"4,0","10,0","16,5","31,6","96,1","173,8","190,6","273,2","171,9","39,3","2,1","1,0","1628,4"
59. Bãi Cháy,70,"5,6","13,4","19,6","38,8","107,4","198,9","252,1","345,4","205,2","61,6","5,5","4,0","1729,1"
59. Bãi Cháy,60,"9,1","17,2","22,1","58,3","150,7","243,1","275,8","360,9","237,8","83,7","12,4","6,0","1796,7"
59. Bãi Cháy,50,"11,5","20,9","26,8","77,0","186,5","282,4","329,0","405,7","269,0","102,9","18,9","10,2","1851,2"
59. Bãi Cháy,40,"19,2","23,6","36,9","88,3","197,8","300,2","370,5","433,8","287,8","120,0","40,9","15,5","1937,5"
59. Bãi Cháy,30,"26,1","29,8","45,4","105,7","221,0","354,1","435,2","509,8","338,4","175,6","46,5","22,0","2105,3"
59. Bãi Cháy,20,"39,0","34,2","60,8","134,2","254,4","393,2","519,6","596,5","376,8","228,8","61,6","32,5","2184,1"
59. Bãi Cháy,10,"64,8","45,9","85,3","176,9","303,0","486,2","632,7","679,8","436,8","317,4","82,6","48,3","2420,6"
59. Bãi Cháy,5,"118,0","66,8","119,9","202,4","390,8","598,3","745,1","732,1","452,0","386,4","151,9","55,8","2661,0"
60. Cửa Ông,95,"1,3","5,0","15,3","16,7","76,6","103,2","153,9","162,4","97,0","9,4","0,1","0,0","1355,1"
60. Cửa Ông,90,"2,0","6,1","20,2","22,6","85,0","137,9","194,1","211,5","128,6","13,8","1,7","0,2","1555,9"
60. Cửa Ông,80,"3,8","11,9","23,9","42,5","105,0","193,4","235,6","248,0","172,8","29,4","3,4","2,8","1764,7"
60. Cửa Ông,70,"6,5","18,0","26,9","55,6","123,5","217,8","255,0","334,5","264,2","56,4","9,3","5,1","1925,2"
60. Cửa Ông,60,"8,9","21,7","30,9","66,2","147,8","239,4","275,9","382,2","313,4","97,9","19,3","10,6","2147,1"
60. Cửa Ông,50,"17,4","26,7","37,1","85,2","168,7","289,0","356,4","466,6","335,5","125,0","32,2","13,6","2263,7"
60. Cửa Ông,40,"27,1","31,4","45,8","102,7","220,0","305,1","413,7","531,6","360,4","152,8","44,3","19,4","2346,8"
60. Cửa Ông,30,"30,4","36,9","50,2","121,3","244,6","348,5","497,8","601,1","423,5","168,7","61,9","28,8","2482,6"
60. Cửa Ông,20,"51,2","43,0","70,1","138,5","278,1","391,8","628,8","664,8","454,4","249,4","86,7","34,5","2628,2"
60. Cửa Ông,10,"94,9","59,2","96,1","164,5","337,0","487,1","685,3","864,0","521,8","374,2","115,8","54,6","2810,6"
60. Cửa Ông,5,"139,8","68,0","140,4","205,1","369,9","611,0","706,6","1108,2","651,5","456,7","184,7","58,4","2985,9"
61. Tiên Yên,95,"2,4","8,4","17,5","18,4","75,2","114,8","182,2","131,2","68,5","10,4","0,3","0,7","1546,5"
61. Tiên Yên,90,"4,1","12,0","19,7","27,0","87,3","175,1","242,8","159,1","106,8","25,4","3,5","1,1","1710,3"
61. Tiên Yên,80,"9,8","17,0","27,2","44,7","153,5","230,9","298,5","236,3","159,1","34,9","10,0","4,7","1866,4"
61. Tiên Yên,70,"12,5","23,5","34,9","58,6","172,0","268,6","324,0","336,3","192,7","45,9","13,2","8,6","2020,0"
61. Tiên Yên,60,"15,6","28,6","41,0","82,3","203,5","300,0","347,3","362,5","223,2","86,6","22,4","16,8","2126,6"
61. Tiên Yên,50,"21,2","30,9","45,7","93,7","217,2","320,2","371,0","431,6","260,6","123,6","34,1","23,0","2189,5"
61. Tiên Yên,40,"33,8","35,1","56,1","109,0","229,1","378,8","477,8","450,8","290,2","140,3","58,7","32,6","2208,1"
61. Tiên Yên,30,"41,6","42,5","70,5","127,7","257,6","409,8","567,1","496,1","330,2","169,5","72,1","40,0","2405,3"
61. Tiên Yên,20,"61,8","50,1","84,2","166,9","313,7","462,2","649,1","579,8","418,0","247,8","85,9","43,9","2578,2"
61. Tiên Yên,10,"88,4","54,2","108,9","211,4","373,2","537,7","740,9","652,8","579,4","323,5","109,4","60,9","2782,1"
61. Tiên Yên,5,"127,7","63,1","124,4","267,4","432,9","581,8","798,5","765,5","681,0","406,4","128,5","84,0","2891,4"
62. Móng Cái,95,"3,0","5,1","11,2","16,4","88,0","158,6","277,9","181,3","76,3","14,8","0,0","1,3","2120,7"
62. Móng Cái,90,"5,2","10,8","15,6","19,5","100,9","190,3","318,5","231,5","111,7","29,9","1,0","1,7","2161,1"
62. Móng Cái,80,"9,1","16,4","27,0","39,8","154,1","304,0","406,8","278,3","174,5","40,7","6,5","4,9","2208,0"
62. Móng Cái,70,"14,4","23,2","35,2","58,2","177,8","334,8","451,6","366,7","213,8","78,7","16,4","11,7","2308,4"
62. Móng Cái,60,"23,3","28,5","43,6","77,8","192,4","378,9","497,4","410,1","270,0","103,2","24,9","19,0","2385,1"
62. Móng Cái,50,"31,8","31,7","45,5","95,2","220,8","410,3","552,5","461,9","314,3","132,3","42,1","26,3","2523,7"
62. Móng Cái,40,"40,7","41,4","60,7","125,9","258,4","442,3","578,1","518,7","351,9","188,0","61,7","30,7","2679,0"
62. Móng Cái,30,"51,2","49,8","75,0","171,0","307,8","571,0","653,6","576,7","382,8","226,2","103,4","40,3","2864,1"
62. Móng Cái,20,"63,6","55,0","89,8","211,2","342,0","633,5","768,5","634,2","444,7","275,1","140,4","61,1","3056,9"
62. Móng Cái,10,"91,9","75,5","108,7","233,9","465,8","699,6","920,8","697,1","526,8","346,3","194,4","82,8","3335,7"
62. Móng Cái,5,"154,8","87,6","138,5","301,9","644,8","801,5","1046,4","727,3","559,9","416,0","229,0","112,2","3581,3"
63. Quảng Hà,95,"6,4","11,8","18,6","19,9","99,6","154,9","278,1","191,0","75,7","11,0","1,4","1,0","2045,2"
63. Quảng Hà,90,"7,8","21,7","22,3","24,6","126,3","256,9","319,6","249,8","100,2","18,1","2,1","2145,5",
63. Quảng Hà,80,"11,4","22,7","32,8","46,4","183,2","286,5","440,3","282,8","189,9","29,3","10,9","6,6","2243,6"
63. Quảng Hà,70,"19,2","28,4","36,0","52,5","194,0","316,0","466,5","392,5","229,5","43,2","20,4","13,9","2416,2"
63. Quảng Hà,60,"28,9","37,3","46,5","64,9","224,0","376,9","497,3","434,1","261,2","96,6","32,4","20,2","2496,9"
63. Quảng Hà,50,"36,5","46,2","61,2","91,9","237,8","410,3","529,8","450,6","306,6","118,1","47,4","29,0","2654,4"
63. Quảng Hà,40,"49,1","51,5","73,2","115,0","282,8","467,0","632,7","531,5","341,4","166,4","65,8","37,8","2748,7"
63. Quảng Hà,30,"56,7","54,4","87,9","139,8","310,2","513,7","780,4","623,0","377,2","222,4","98,0","49,9","2901,0"
63. Quảng Hà,20,"80,2","70,1","114,3","178,2","331,2","629,9","835,5","685,0","403,8","283,5","131,3","69,5","3118,1"
63. Quảng Hà,10,"126,5","83,4","127,8","217,5","373,5","718,0","961,6","737,8","445,6","363,3","154,0","85,9","3561,5"
63. Quảng Hà,5,"182,8","98,4","141,8","240,3","545,9","822,6","1033,4","805,7","549,9","402,1","224,0","101,8","3769,3"
64. Phủ Liễn,95,"1,3","6,9","13,8","14,5","56,3","93,9","81,7","134,5","79,0","6,6","0,9","0,1","1232,6"
64. Phủ Liễn,90,"2,6","9,1","16,1","24,1","71,7","113,7","98,7","152,5","113,0","16,2","1,6","0,4","1292,6"
64. Phủ Liễn,80,"5,5","13,5","29,5","35,4","96,5","141,6","116,3","218,0","176,6","23,5","5,0","1,4","1418,3"
64. Phủ Liễn,70,"7,8","18,2","33,7","41,6","135,3","174,8","163,3","262,0","214,5","45,0","11,0","6,7","1485,8"
64. Phủ Liễn,60,"10,2","20,8","35,2","53,3","156,7","200,7","181,8","283,5","228,8","69,8","13,0","11,8","1563,5"
64. Phủ Liễn,50,"16,4","24,4","37,7","61,0","175,8","217,0","219,1","314,9","253,3","103,2","24,0","18,2","1620,5"
64. Phủ Liễn,40,"19,8","27,0","47,5","82,3","204,5","242,0","252,7","364,4","287,5","130,3","48,5","24,2","1745,3"
64. Phủ Liễn,30,"25,9","33,9","61,0","101,6","241,5","268,8","285,4","389,2","307,4","193,8","56,8","30,4","1814,7"
64. Phủ Liễn,20,"40,2","40,4","72,8","131,5","283,5","325,2","336,9","453,8","333,5","214,3","69,5","39,8","1947,4"
64. Phủ Liễn,10,"85,8","50,1","79,3","179,3","373,6","393,7","406,8","597,8","381,8","262,5","90,0","46,9","2152,4"
64. Phủ Liễn,5,"92,9","56,9","95,5","215,5","400,9","453,2","437,5","684,3","388,6","367,0","121,5","59,4","2260,8"
65. Hòn Dấu,95,"0,1","3,9","6,5","8,9","32,9","77,0","53,8","130,7","87,4","6,3","0,3","0,0","1061,9"
65. Hòn Dấu,90,"1,0","6,1","10,2","13,0","53,6","86,8","67,8","158,1","124,6","11,1","1,8","0,1","1174,8"
65. Hòn Dấu,80,"2,3","9,7","16,0","24,2","89,6","121,2","103,4","204,9","173,2","25,9","4,7","1,1","1310,8"
65. Hòn Dấu,70,"3,6","11,5","21,5","34,8","102,4","138,2","123,4","237,0","193,5","50,6","8,1","3,6","1384,5"
65. Hòn Dấu,60,"5,5","14,3","27,8","45,6","118,8","155,0","148,7","302,1","254,6","79,4","12,7","6,4","1432,6"
65. Hòn Dấu,50,"9,4","17,0","34,4","49,0","140,3","176,0","172,4","306,9","290,0","108,9","19,0","9,9","1509,7"
65. Hòn Dấu,40,"15,5","19,1","43,2","66,8","155,5","184,3","222,1","371,7","311,4","135,0","30,6","14,5","1587,0"
65. Hòn Dấu,30,"21,3","25,2","48,4","82,6","176,5","197,5","244,4","409,4","345,0","170,7","42,5","25,0","1693,3"
65. Hòn Dấu,20,"35,2","37,0","61,3","102,8","211,1","260,5","301,1","425,7","395,1","249,1","80,3","35,2","1803,0"
65. Hòn Dấu,10,"59,4","44,7","69,3","149,0","257,7","322,6","356,1","533,0","435,8","363,4","121,9","50,4","2021,7"
65. Hòn Dấu,5,"102,0","49,1","94,7","189,1","295,5","340,2","438,1","601,0","478,3","461,0","165,3","56,8","2052,1"
66. Bạch Long Vĩ,95,"0,4","0,6","3,8","2,1","18,0","13,9","17,9","85,5","65,3","6,5","2,3","0,7","701,5"
66. Bạch Long Vĩ,90,"0,9","1,5","6,2","12,1","22,8","35,0","35,7","116,3","80,9","13,9","3,1","1,0","746,2"
66. Bạch Long Vĩ,80,"1,8","3,7","7,7","14,4","35,9","51,8","66,7","144,4","97,2","36,3","6,0","2,7","901,2"
66. Bạch Long Vĩ,70,"3,8","5,8","11,2","19,3","54,1","70,9","91,9","173,8","140,6","55,4","9,0","4,9","954,4"
66. Bạch Long Vĩ,60,"5,8","7,5","15,8","25,3","64,2","102,5","105,9","189,0","174,1","65,8","13,4","7,8","1053,7"
66. Bạch Long Vĩ,50,"9,7","9,0","23,8","35,0","78,4","120,0","131,2","219,2","202,0","87,1","19,7","13,0","1165,5"
66. Bạch Long Vĩ,40,"19,0","12,0","27,5","43,0","92,9","168,0","147,0","254,5","224,0","110,8","31,2","19,9","1212,4"
66. Bạch Long Vĩ,30,"27,3","18,9","32,8","59,6","119,3","185,3","158,6","299,5","274,7","125,3","41,4","25,5","1277,7"
66. Bạch Long Vĩ,20,"45,0","31,9","39,5","79,1","132,5","208,7","205,4","342,1","292,3","178,0","51,0","35,6","1357,2"
66. Bạch Long Vĩ,10,"64,0","52,6","59,4","104,8","185,7","253,1","270,4","429,0","389,2","231,5","81,2","51,2","1483,6"
66. Bạch Long Vĩ,5,"92,4","83,3","67,8","133,6","207,3","334,2","403,8","481,5","455,3","243,4","130,1","69,0","1632,5"
67. Ba Vì,95,"4,5","4,6","10,9","26,5","92,3","89,6","158,1","115,6","94,9","35,2","1,1","0,5","1389,2"
67. Ba Vì,90,"7,5","9,1","14,4","31,4","112,9","119,0","175,8","140,0","101,6","47,1","3,3","1,8","1411,4"
67. Ba Vì,80,"9,7","11,9","22,7","39,6","173,1","142,6","201,5","199,7","125,5","75,8","12,2","4,6","1528,7"
67. Ba Vì,70,"15,4","13,7","26,6","63,3","196,5","207,1","218,7","250,3","149,9","114,2","19,7","6,3","1633,1"
67. Ba Vì,60,"16,4","18,0","30,7","73,2","223,2","224,0","244,3","281,7","187,4","123,2","26,3","9,9","1720,8"
67. Ba Vì,50,"18,4","21,7","39,0","88,0","263,5","266,8","286,7","320,5","227,0","167,4","35,1","13,8","1899,9"
67. Ba Vì,40,"28,2","29,4","48,1","96,5","278,1","327,5","302,6","400,8","255,0","189,1","58,1","19,6","2014,8"
67. Ba Vì,30,"32,8","33,6","52,0","120,0","316,9","358,6","359,4","448,6","269,1","253,4","66,1","28,0","2182,1"
67. Ba Vì,20,"42,7","38,4","69,4","134,3","340,5","378,5","421,5","502,9","338,1","276,4","74,0","40,5","2319,8"
67. Ba Vì,10,"60,7","69,7","122,3","186,7","426,1","430,3","598,7","565,9","435,8","396,6","93,4","52,1","2461,0"
67. Ba Vì,5,"63,6","83,8","131,3","213,0","473,7","458,7","647,9","583,1","558,8","426,8","155,2","66,5","2660,2"
68. Hà Đông,95,"4,2","5,0","11,8","21,5","66,0","47,1","101,0","86,3","90,7","14,9","0,9","0,2","1183,6"
68. Hà Đông,90,"5,2","5,5","14,3","27,4","69,2","86,9","132,1","165,2","101,5","28,2","2,7","1,3","1203,0"
68. Hà Đông,80,"6,8","8,5","20,3","35,9","108,7","149,1","164,1","186,7","124,8","49,7","11,3","4,4","1329,4"
68. Hà Đông,70,"9,4","13,3","23,3","43,7","145,0","178,9","179,0","197,1","141,5","79,4","14,8","7,1","1379,3"
68. Hà Đông,60,"12,5","17,6","24,4","61,1","162,4","200,2","195,2","232,6","166,2","109,1","28,1","9,8","1438,3"
68. Hà Đông,50,"18,8","21,4","30,6","80,9","175,2","220,6","229,5","279,0","205,0","142,6","47,2","13,5","1569,2"
68. Hà Đông,40,"27,8","26,7","42,0","93,4","199,7","246,4","281,8","325,2","226,1","165,0","57,8","17,9","1680,1"
68. Hà Đông,30,"32,6","29,6","53,1","102,6","227,2","266,3","301,6","341,3","275,4","206,1","72,7","27,4","1751,0"
68. Hà Đông,20,"47,0","32,5","71,2","113,9","254,0","292,1","360,2","411,4","313,7","245,0","94,5","35,5","2006,8"
68. Hà Đông,10,"66,8","46,5","81,4","128,0","315,0","419,7","406,7","484,5","411,7","351,5","207,1","64,0","2327,7"
68. Hà Đông,5,"83,9","79,0","106,4","141,9","371,4","443,9","436,0","534,6","456,7","651,1","448,7","146,9","2774,7"
69. Sơn Tây,95,"4,2","3,9","10,0","22,3","84,2","85,4","139,0","91,8","83,6","24,5","1,8","0,4","1311,2"
69. Sơn Tây,90,"5,1","5,3","12,1","32,1","93,8","111,8","168,3","144,9","109,1","33,3","2,2","0,8","1344,9"
69. Sơn Tây,80,"9,1","9,2","17,9","40,6","107,8","150,7","188,4","182,6","117,2","54,0","11,3","4,1","1411,8"
69. Sơn Tây,70,"11,5","11,4","23,9","61,7","139,0","195,6","201,7","214,4","152,5","75,5","20,7","6,6","1511,8"
69. Sơn Tây,60,"13,3","14,8","27,7","78,5","168,2","220,8","243,4","251,5","184,1","106,0","34,0","9,0","1632,2"
69. Sơn Tây,50,"16,0","18,9","32,7","90,8","203,5","254,6","276,8","288,8","209,8","119,2","40,2","12,4","1756,3"
69. Sơn Tây,40,"19,5","22,3","36,5","104,1","234,1","276,6","329,5","357,2","235,3","148,0","53,3","15,8","1825,1"
69. Sơn Tây,30,"29,1","26,8","49,7","124,7","276,0","313,6","373,5","384,0","256,6","221,7","65,2","25,6","1899,8"
69. Sơn Tây,20,"40,4","36,7","62,2","135,6","306,4","377,2","405,4","436,7","311,9","233,1","83,5","37,3","2009,6"
69. Sơn Tây,10,"53,8","51,8","96,0","171,4","351,8","436,8","480,2","502,4","369,3","319,3","144,6","61,4","2195,4"
69. Sơn Tây,5,"66,2","76,4","108,7","194,6","396,5","461,3","593,9","593,8","432,5","413,4","227,8","66,3","2327,9"
70. Hà Nội,95,"1,0","6,9","12,6","18,9","79,1","102,6","115,0","74,0","53,6","12,8","0,9","0,0","1240,4"
70. Hà Nội,90,"2,5","7,6","16,9","22,9","98,8","128,7","141,6","136,7","82,8","19,8","2,3","0,5","1277,5"
70. Hà Nội,80,"4,9","8,5","20,3","35,0","106,3","175,2","182,1","194,7","152,8","45,4","7,3","1,9","1398,8"
70. Hà Nội,70,"6,1","12,5","24,5","59,2","119,6","192,9","220,1","231,3","172,5","70,8","17,2","4,9","1518,9"
70. Hà Nội,60,"8,9","14,3","29,6","77,7","148,4","215,0","247,1","279,1","186,7","90,4","27,4","7,8","1587,9"
70. Hà Nội,50,"12,6","17,2","32,9","91,1","168,8","233,2","277,7","297,9","205,2","119,0","41,1","12,7","1646,6"
70. Hà Nội,40,"18,2","24,8","38,1","99,0","200,9","245,5","295,2","317,6","253,0","139,8","54,1","16,0","1681,5"
70. Hà Nội,30,"26,1","28,4","46,4","116,8","223,7","272,1","332,0","373,2","276,7","184,7","69,3","22,9","1817,6"
70. Hà Nội,20,"38,6","38,1","67,2","135,4","246,8","346,7","366,8","430,7","317,4","235,0","91,4","37,4","1930,0"
70. Hà Nội,10,"56,9","47,5","95,1","148,3","272,7","407,1","415,4","514,6","368,3","286,9","141,8","51,4","2066,0"
70. Hà Nội,5,"76,7","65,0","125,1","171,9","345,8","432,4","472,0","548,1","386,2","339,9","196,5","62,4","2248,0"
71. Chí Linh,95,"0,1","4,3","5,5","9,4","66,5","66,8","90,0","113,9","47,7","3,8","1,0","0,0","1095,4"
71. Chí Linh,90,"0,8","4,7","7,7","13,6","98,9","90,1","126,9","135,6","84,9","5,7","1,2","0,1","1139,9"
71. Chí Linh,80,"2,7","6,5","11,1","29,1","113,8","123,2","174,6","186,5","129,7","34,2","4,4","0,4","1217,5"
71. Chí Linh,70,"4,1","11,0","22,7","38,9","123,7","177,6","203,1","214,4","144,6","44,4","10,2","2,6","1313,1"
